timestamp,consent_given
2025-05-23 11:49:09,True
2025-05-23 11:49:12,True
2025-05-23 11:49:17,True
2025-05-23 11:56:05,True
2025-05-23 12:02:15,True
2025-05-23 12:14:47,True
